username,screenname,created_at,tweet_text,sentiment
YB Tarentino™☝🏾🤴🏾,YBTarentino,2019-11-10 15:35:29,cuz.... we ll link up again #zander #fam #family #cousins #love #vibes #coolin #coolington #explore ,Neutral
Corner Street,Cornerstreetfr,2019-11-10 15:16:13,vans wmn sk8 hi reissue ca glitter white . dispo instore &amp; online .  #sneakers #vansshoes ,Neutral
Helmet,Helmet_Thunders,2019-11-10 15:10:47,check out vans custom culture guitar microphone rock 'n roll sk8 hi shoes size 10! #vans #sneaker via ,Neutral
gudang sepatu bdg,fahrul1012,2019-11-10 14:17:15,"converse low black/grey 110.k invite 313f90bd ,open order macam2 #sepatu #nike #adidas #boots #handmade #vans ",Negatif
pime,pimeyaemrin,2019-11-10 14:05:34, #repost instagram 2019.11.09 gong yoo at kim ji-young: born 1982 stage gr ,Neutral
rogerio rosandiᶜʳᶠ,rogerio_rosandi,2019-11-10 14:00:42, vans old skool n 35 e 36 garanta o seu!!!! (whatsapp) :  #vans #oldskool #rjkimports ,Neutral
RJK-IMPORTS,RJKIMPORTS,2019-11-10 13:56:08,vans old skool n 35 e 36 garanta o seu!!!! (whatsapp) : #vans #oldskool #rjkimports ,Neutral
gudang sepatu bdg,fahrul1012,2019-11-10 13:47:07,converse low black/grey 110.k invite 313f90bd open order macam2 #sepatu #nike #adidas #boots #handmade #vans  ,Negatif
yooshi,yooshimy,2019-11-10 13:41:59, #repost instagram 2019.11.09 gong yoo at kim ji-young: born 1982 stage gr ,Neutral
Blackwell Supply Co.,blackwell_shoes,2019-11-10 13:35:03,how we spend a #selfiesunday. #vans #oldschool #shoes #sneakers #skate ,Neutral
🌘IGOT7_RT#1🐰,yooka1_igot7,2019-11-10 13:29:13, [191106 twitter: ] cheer guide video #allsaints - jumper (apprx. $152) #amiri - jeans ($790) #vans - sneaker ($ ,Positif
♥𝔽𝕠𝕣 𝕐𝕆𝕆♥ ‘82년생 김지영 & 서복’ 홧팅 !,FORYOO879,2019-11-10 13:24:54, #repost instagram 2019.11.09 gong yoo at kim ji-young: born 1982 stage gr ,Neutral
maki_yoo,maki0710yoo,2019-11-10 13:23:49,#repost instagram 2019.11.09 gong yoo at kim ji-young: born 1982 s ,Neutral
Laindon Tyre Centre,laindontyres,2019-11-10 13:05:03,in the cold weather make sure that your tyres have plenty of tread depth and are maintained at the correct pressure ,Neutral
StockX Live Feed,StockXLive,2019-11-10 12:57:13,lowest ask: $307 vans old skool mte dx the north face white sz. 9.5 #vans ,Negatif
Brianna Cox 🇦🇺,coxbrianna94,2019-11-10 12:17:08,i m putting #vans at the top of my christmas list ,Positif
T$¥,1048xcx,2019-11-10 11:43:35,let's play #vans #gucci #spiderman ,Positif
iheartinhaler,iheartinhaler,2019-11-10 11:42:29," i want to tattoo all of them, i ll be waiting for you! appointment: iheartinhaler .com   #vans  ",Positif
COVERCHORD,coverchord,2019-11-10 09:47:52, daily style_oct.7th tops #patagonia inner #patagonia pants #ystrdystmrrw shoes #vans #coverchord ,Positif
lameez,lameez02052128,2019-11-10 09:34:27, get your skate style on with the vans doheny. this classic low-top lace-up is now available at selected tekkie town stores ,Neutral
Gratiae Veritas,GratiaeV,2019-11-10 09:08:55,vans old skool classic canvas &amp; suede skate shoes from only $44.99 with free us/au/uk/fr/de/ru/cn/jp shipping ,Positif
SimplyI,i_simplyi2,2019-11-10 08:59:45, so good i had to share! check out all the items i'm loving on  #poshmark #fashion #style #shopmycloset #free ,Positif
Unique_Transporters,UTransporters,2019-11-10 08:26:05,"we have this superb value volkswagen transporter shuttle (2015) t5.1 lwb for only 15,495 inc vat or finance from p  ",Positif
Rauldennis,Rauldennis6,2019-11-10 07:55:57, does this photo say #cali or what?!  poppin' some serious air  at the local #skatepark.  by  #sebike ,Negatif
winter bear,jasmymx,2019-11-10 07:21:48, jungkook shoes collection part one #jungkook #btsjungkook #jungkookbts #jeonjungkook #bts #mtvhottes #puma #fila #adidas # ,Neutral
Jessica Lee Miller,jlee1330,2019-11-10 06:39:37,checkerd #vans ...blue #adidas joggers...#orvis camo long-sleeve....#rei all-weather jacket...#theblockskatesupply ,Neutral
anjela_,graffiti_freak_,2019-11-10 06:33:24, funart saturday #vans ,Neutral
Kanijo,kanijoalberto,2019-11-10 06:04:10, funart saturday #vans ,Neutral
Sboniso_Asanda ✌,Sboniso_Mdhluli,2019-11-10 04:33:21, finished product #vans #katsuitskreations ,Neutral
