username,screenname,created_at,tweet_text,sentiment
Esquire*Attire,esquireattire,2019-11-09 06:41:33,sale $18.35 #reebok men sport #shorts size xl blue ventilation ,Neutral
JessicaRyan,fatdecimater,2019-11-09 06:30:20," you have a thirst for knowledge
 
#   #gym #fitness #workout #dns #adidas #nike #reebok #unde ",Neutral
TITOLO,titoloshop,2019-11-09 06:30:05,#outnow revisited zigtech makes his comeback in the reebok zig kinetica concept type1. l i n k ,Neutral
Dan Wilson,DanWils42696605,2019-11-09 06:24:15,you have a thirst for knowledge # #gym #fitness #workout #dns #adidas #nike #reebok ,Neutral
Mohd Azhari,tamevra,2019-11-09 04:46:30,thank you for sponsoring our full attire  . . #crossfitpahlawan #cfp #buatanpahlawan #coachtom ,Positif
TITOLO,titoloshop,2019-11-09 04:30:05,#outnow revisited zigtech makes his comeback in the reebok zig kinetica concept type1. link ,Neutral
Bling Etcetera,BlingEtcetera,2019-11-09 03:13:55,check out larry johnson kc chiefs reebok nfl on field size 56 jersey new with tags #reebok via ,Neutral
Rodney Dapilmoto,rjdapilmoto1967,2019-11-09 02:31:23,new reebok zig pulse court shoes! ready to try them at my next game assignments. #sanantonio #reebok ,Positif
TheKitman.co.uk,TheKitmanUK,2019-11-09 01:00:06,checkout this liverpool home shirt 2000-02 (large mens)! buy now - #2000/02 #carlsberg ,Neutral
SHOE FETISH!,shoes_fetish,2019-11-09 00:54:29,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,Neutral
shopping4dealzz,shopping4dealzz,2019-11-09 00:53:14,check out new in box reebok classics white leather sneakers shoes size 10 #reebok #sneaker #casual via ,Neutral
HANON,hanonshop,2019-11-09 00:00:24,reebok daytona dmx x misbhv will be releasing via an online raffle which is now live until friday 15th november 12: ,Neutral
HANON,hanonshop,2019-11-08 23:04:02,reebok daytona dmx ii x blackeyepatch is available to buy online now! #hanon #reebok #dmx #blackeyepatch ,Neutral
グラス,glass4351,2019-11-08 22:46:57, lowest ask: $360 reebok daytona dmx misbhv sz. 10 #reebok ,Negatif
StockX Live Feed,StockXLive,2019-11-08 22:36:16,lowest ask: $360 reebok daytona dmx misbhv sz. 10 #reebok ,Negatif
It's Not Fun Out Here,DhlakamaRussell,2019-11-08 22:01:51, reebok zig kinetica is available to buy online now! #hanon #reebok #zigkinetica    ,Neutral
RFE_Fitness,FitnessRfe,2019-11-08 22:01:14,it's giveaway time - stay tuned details released on monday #rfefitness #reebok #reebokstep #reebokdeck ,Neutral
HANON,hanonshop,2019-11-08 22:00:16,reebok zig kinetica is available to buy online now! #hanon #reebok #zigkinetica     ,Neutral
David Suarez,patronSuarez,2019-11-08 21:57:49,this one #rhythmofthenight #vacilondelama ana #lamega #esoson #reebok #nike ,Neutral
the1ivybrand,the1ivybrand,2019-11-08 21:08:02,what are your thoughts on the misbhv and second dmx 2.0 collaboration? #reebok #dmx #misbhv #teamreebok ,Neutral
Swagafied,swagafiedkicks,2019-11-08 20:43:11, nike  my tackie tees fashion greatness . . #sneaker #football #offwhite #basketball #style #newbalance #reebok #nikeair ,Neutral
Stephanie Goldberg,kcscouts,2019-11-08 20:42:27,check out nashville predators hooded sweatshirt size youth med #reebok #nashvillepredators via ,Neutral
Monseur_vandal,HelmsyCat,2019-11-08 20:35:49,found a ton of jerseys on monday 11/4/19 see anything ya like? favre baby! #reebok #minnesotavikings #vikings ,Positif
My TACKIETEES,mytackietees,2019-11-08 20:35:03,nike my tackie tees fashion greatness . . #sneaker #football #offwhite #basketball #style #newbalance #reebok ,Neutral
alfie.,lufc_alfie,2019-11-08 20:33:44, who s crying at the #reebok now you gimpy #turnip mot ,Negatif
Jajuan Michael Harley,jajuanmharley,2019-11-08 20:16:39," 6 2 215lbs nfl s former  current  db founder, owner &amp; c.e.o.  ",Neutral
StockX Live Feed,StockXLive,2019-11-08 20:15:44,lowest ask: $66 reebok workout lo vintage bait west east pack sz. 9.5 #reebok ,Negatif
12u AAA Lady Blues,12uLady,2019-11-08 19:32:39,our 2:55 pm est game is looking to start a bit early! #gametime #forthegame #playyourgame #aaablueshockey #ccm ,Neutral
Ivan Garofalo / pb,pumabianco,2019-11-08 19:31:41,today s cash out.. 3x 5 ring muscle ups.. 5 american kettlebell swings.. 5 goblet squats (kettlebell is 53lbs) . . ,Neutral
EstateEssentials,EstateNC,2019-11-08 19:11:11, #lifestyle  #menstyle #culture #wardrobe #creativeagency #pyermoss #reebok ,Neutral
EstateEssentials,EstateNC,2019-11-08 19:06:58," #shoplocal #pyermoss #reebok #estateessentials raleigh, north carolina ",Neutral
TITOLO,titoloshop,2019-11-08 19:00:16,"new reebok dmx series 2200 ""white"" for women. shop online us 5 (36) - us 8 (40.5) sty ",Neutral
Jajuan Michael Harley,jajuanmharley,2019-11-08 18:53:12, jajuanharley . com 6 2 215lbs nfl s former  current  db found  ,Neutral
sar,sarahann2021,2019-11-08 18:45:38,always wanted to be a bird . . . #reebok #travel #model #india #instafashion gurugram ,Neutral
#14November is my birthday,Neli_Ngqulana,2019-11-08 18:34:42," if we are being honest, he could easily use his fame to just start a hashtag and get these brands to pay ",Positif
Bazi Sindane,BaziSindane,2019-11-08 18:32:34," if we are being honest, he could easily use his fame to just start a hashtag and get these brands ",Positif
TITOLO,titoloshop,2019-11-08 18:00:50,"new reebok dmx series 2200 ""white"" for women. link  us 5 (36) - us 8 (40.5) style cod ",Neutral
TITOLO,titoloshop,2019-11-08 17:00:45,"new reebok dmx series 2200 ""white"" for women. take a look us 5 (36) - us 8 (40.5) sty ",Neutral
Katy Joseph,KatharynJoseph,2019-11-08 16:59:02,new kit and a darling little hamper from bentley_manchester thank you!! #victoriabeckhamforreebok #reebok ,Positif
Marysun16,marysun1308,2019-11-08 16:57:59,. morning running people!!  . . . #5k #training #running #reebok #chilerunners ,Neutral
Dub Harsh,DaKidDub,2019-11-08 16:30:20,stay cozy while drinkin beer in breweries.... #radicalslife #trilliumbrewing #beer #brewery #boston #massachusetts ,Neutral
COOLASSKEV,KevinIndigo_,2019-11-08 15:07:57,#swtfkco cop some merch today ! #shoes #kicks #sneakers #sneakerhead #jordans #yeezy #offwhite #nike #adidas ,Neutral
AccBiking,AccBiking,2019-11-08 15:06:35," buy 1 get 1 50% off all shoes w/ code at #reebok bogo on walking, running, #lifestyle and all activities #shoes for women, ",Neutral
Andrew Russel,AndrewRussel15,2019-11-08 14:40:30," buy 1 get 1 50% off all shoes w/ code at #reebok bogo on walking, running, #lifestyle and all activities #shoes for women, ",Neutral
Gain Cheap,gaincheap,2019-11-08 14:38:18,"buy 1 get 1 50% off all shoes w/ code at #reebok bogo on walking, running, #lifestyle and all activities #shoes fo ",Neutral
Zuru,AlyssaW58529755,2019-11-08 14:24:47, come in kevin baby here s your next set you can clown about pac and biggie and them jets. i m a pr  ,Neutral
Gain Cheap,gaincheap,2019-11-08 14:23:45,"20% off $50, 30% off $100, 40% off over $150 any order + free shipping at #reebok wearing by #gigihadid women's, m ",Positif
Greatly,GreatGDA,2019-11-08 14:03:06," reebok dmx trial shadow 'black/clover green' | available in-store and online, sizes range from uk6 - uk12, priced at 1 ",Neutral
Footpatrol London,Footpatrol_ldn,2019-11-08 14:00:39,"reebok dmx trial shadow 'black/clover green' | available in-store and online, sizes range from uk6 - uk12, priced a ",Neutral
Stephanie Goldberg,kcscouts,2019-11-08 13:29:24,check out peyton manning youth colts jersey size m #reebok #indianapoliscolts via ,Neutral
Stephanie Goldberg,kcscouts,2019-11-08 13:27:37,check out mark sanchez jersey ny jets size 54 #reebok #newyorkjets via ,Neutral
Michael Bruner,brunerhogs,2019-11-08 13:24:57,check out minnesota vikings visanthe shiancoe reebok replica on field jersey youth xlarge #reebok via ,Neutral
footshopeu,footshopeu,2019-11-08 13:09:20, the reebok zig kinetica concept_type are inspired by kinetic energy. #reebok #sneakers ,Positif
Tomi,TOMISANITY,2019-11-08 13:07:55,reebok classic dmx series1200 #reebok ,Neutral
C,Scholesinho,2019-11-08 12:49:58, a classic set of reebok ads.... there are other careers. #mufc #afc #reebok #nufc ,Neutral
StockX Live Feed,StockXLive,2019-11-08 12:41:19,lowest ask: $51 reebok classic leather kendrick lamar olive sz. 8 #reebok ,Negatif
eleven,eleven68783342,2019-11-08 12:17:06, handstand walk . #crossfit #crossfitgames #crossfittraining #crossfitbrasil #reebok #nano #metcon #nike #fi ,Neutral
Henrique Nassif,HenriqueNassif,2019-11-08 12:16:49, handstand walk . #crossfit #crossfitgames #crossfittraining #crossfitbrasil #reebok #nano #metcon #nike ,Neutral
pete,petefrosty77,2019-11-08 12:12:17, a classic set of reebok ads.... there are other careers. #mufc #afc #reebok #nufc ,Neutral
New England Athletic,NEAShoes,2019-11-08 12:06:52,reebok fury adapt men's casual shoes navy white grey size 9.5 - now 50% off #reebok #casualshoes #ca ,Negatif
New England Athletic,NEAShoes,2019-11-08 12:03:41,reebok men z pump rise basketball shoes sneakers black size 8 - now 50% off #reebok #basketballshoes ,Neutral
Sarah Ward,sarah1990ward,2019-11-08 10:37:51, a classic set of reebok ads.... there are other careers. #mufc #afc #reebok #nufc ,Neutral
Miles McClagan,TheSkyStrikers,2019-11-08 10:36:06, a classic set of reebok ads.... there are other careers. #mufc #afc #reebok #nufc ,Neutral
HANON,hanonshop,2019-11-08 10:00:41,reebok daytona dmx ii x blackeyepatch will be releasing via an online raffle which is now live until friday 8th nov ,Neutral
Secret Offer Zone,secretofferzone,2019-11-08 09:35:46,"reebok men's sports shoes amazon offers grab it now 
 #reebok #shoes #shoesaddict ",Positif
Dayyavee,dayyavee,2019-11-08 09:35:20,classics on classics #dayyavee #angeluspaint #shoes #customkicks #customshoes #sneakerheads #anime #dragonballz ,Neutral
Apparel Resources,apparel_res,2019-11-08 09:30:16,"#reebok unifies under one logo, one #wordmark. read more : ",Neutral
StockX Live Feed,StockXLive,2019-11-08 09:26:08,lowest ask: $166 reebok answer iv kobe bryant pe sz. 10 #reebok ,Negatif
Phat Life,DonDelSud,2019-11-08 09:07:25,check out vintage reebok dwayne wade miami heat drawstring back pack #reebok #miamiheat via ,Neutral
"GOT, NOT GOT",GotNotGot,2019-11-08 08:59:13,a classic set of reebok ads.... there are other careers. #mufc #afc #reebok #nufc ,Neutral
Phat Life,DonDelSud,2019-11-08 08:57:00,check out mens reebok goretex golf shoes model ra412wsi size: 8 1/2w #reebok #golfshoes via ,Neutral
Krizzia Rutch ♌,krizziarutch,2019-11-08 08:56:16,the bed and the cap. . . . . . . . . . . #ziaadventures #travelph #travelphotography #girlwhotravel #wowph ,Neutral
Mngani kamaStende,Charles_Dust,2019-11-08 07:50:13," the wait is over! world, meet #thesneaka now available at selected side step stores. #reebok #alwaysclassic  ",Neutral
